"g1_1","g1_2","g1_3","g1_4","g1_5","g1_6","g1_7","g1_8","g1_9","g1_10","g1_11","g1_12","g1_13","g1_14","g1_15","g1_16","g1_17","g1_18","g1_19","g1_20","g1_21","g2_1","g2_2","g2_3","g2_4","g2_5","g2_6","g2_7","g2_8","g2_9","g2_10","g2_11","g2_12","g2_13","g2_14","g2_15","g2_16","g2_17","g2_18","g2_19","g2_20","g2_21","c_1","c_2","c_3","c_4","c_5","c_6","c_7","c_8","c_9","c_10","c_11","c_12","c_13","c_14","c_15","c_16","c_17","c_18","c_19","c_20","c_21","c_22","c_23","c_24","c_25","c_26","c_27","c_28","target"
1.75,20,13,33,8,16,10,16,15,6,1,7,3.70942390832622,3.67085778917817,11.4450351581743,3.89410620614281,1.17655388480169,1.13820091469387,0.154616788503938,0.0655462027180243,0.340244145371764,5.25,9,10,19,17,10,12,10,15,-2,-5,-7,2.53029908227868,2.45307899246568,3.11170672518233,0.778699977831263,0.958832124579063,0.278037300453194,0.00308871540823677,0.259711282040109,3.75,2.11,5,3,8,0,0,1,0,2.25130301407274,10,4,14,1,0,4,5,11,3,14,1.17912482604754,1.2177787967125,0.217721760222628,0.359500936862603,0,-0.536372429278009,0.782399480960479,0.0805328633316552,1.72,"1"
1.95,19,13,32,20,23,27,17,36,-4,-19,-23,2.50209523840172,2.63658486582083,11.2339625392689,6.3679458519716,1.03755155904823,2.14015926696378,0.950041130558528,0.000219315330162919,0.566847702198769,3.8,27,11,38,16,21,15,20,40,6,-20,-14,3.07647461068966,2.96262882044856,5.34214619188645,0.782020481992651,1.22685744707199,0.976801107656097,0.000717311760109314,0.445649951860148,3.6,1.78,5,-1,4,0,0,0,0,3.34951033708063,8,-14,-6,-17,7,2,15,16,-25,-9,-0.574379372287933,-0.326043954627727,-0.189305888023761,1.35813878497113,0,-0.753352099918875,1.02579966008515,0.121197750338622,2.01,"0"
3.3,29,28,57,8,24,13,24,26,11,-2,9,4.5920762714697,4.71476910380403,13.3400841731003,6.92827188461017,0.694613523306165,1.27819240447003,0.135335283236613,0.0261214098539182,0.519357433934392,2.1,20,13,33,19,22,31,15,29,-9,-14,-23,2.3814926596661,2.04545024240054,6.87804750045895,1.43153634530073,1.32055332255038,0.969233234476344,2.24905596703234e-06,0.573663761513438,3.6,1.94,0,2,2,0,0,0,0,1.08159640652371,16,8,24,-5,-2,-7,4,25,7,32,2.2105836118036,2.66931886140349,-0.625939799244213,-0.153343940830694,0,1.350399689086,0.0502243841512229,-0.0543063275790457,1.8,"2"
1.72,16,12,28,10,13,8,14,15,5,-1,4,3.47650617543123,3.2665748093615,9.69270976359219,5.33878574393942,1.24779822839596,1.07468446593947,0.245060539245526,0.0142642339089993,0.55080425125211,5,11,7,18,18,10,12,13,22,-2,-9,-11,2.44513503954467,2.36354799684733,5.61253476278061,1.11181511964785,1.4899635762879,0.32352715664172,0.000345678985894105,0.569006121468486,3.4,1.9,5,-4,1,0,0,0,0,2.96949473615159,9,1,10,-9,-5,2,5,14,1,15,1.03137113588656,0.903026812514173,-0.242165347891947,-0.0371306537083815,0,-0.171041347372707,-0.27374901884119,-0.0182018702163756,1.79,"1"
1.9,0,1,1,5,0,1,1,1,-1,0,-1,2.43130841121495,2.48626168224299,4.36,2.36,0.16,0.36,0.00217990883421673,0.00214417589191317,0.541284403669725,4.33,1,0,1,12,1,1,1,2,0,-1,-1,2.43,2.486,1.6,0.36,0.56,0.00218749111818289,0.00193045413622771,0.481927710843373,3.1,1.95,1,5,6,0,0,0,0,1.0606212747277,0,0,0,-2,0,0,0,0,0,0,0.00130841121495306,0.000261682242990613,-0.4,0,0,1.04,0.76,0.0593566928263513,1.75,"1"
2.05,14,20,34,16,16,22,18,20,-6,-2,-8,2.98365288766208,3.09046776734878,12.5435620558467,4.02373973657581,1.15621793593383,1.84978209722896,0.823749426897992,0.00360656313601573,0.320781267606542,3.6,17,11,28,17,19,22,13,32,-3,-19,-22,2.5231395500842,2.36346486651485,1.88357614399696,0.678305915150621,1.18120060615298,0.835270211411272,0.000186888196423406,0.22043512937616,3.4,2.14,1,0,1,0,0,0,0,1.85512612447402,3,3,6,-16,9,-4,1,13,1,14,0.460513337577883,0.727002900833924,-0.0249826702191571,1.17147618207833,0,3.99875275377415,2.14016359257885,0.100346138230382,1.7,"1"
5.75,10,6,16,20,14,35,13,37,-21,-24,-45,0.742653165932017,1.10005800000456,9.76067725448324,2.86914172566084,0.95280147959254,2.61338764432742,0.364775850513967,1.51540199038408e-08,0.293949041737139,1.65,25,8,33,19,27,23,12,41,4,-29,-25,2.66050087880774,2.28924353339026,4.13029683143652,1.36044851019031,1.34972959050307,0.991563565912809,2.52925669965413e-05,0.436551172121094,4.2,1.86,1,5,6,0,0,0,0,2.4803775181101,2,-19,-17,-27,23,-10,10,8,-28,-20,-1.91784771287572,-1.1891855333857,-0.39692811091053,1.25293913413711,0,0.299479816005567,-1.26115510577568,-0.142602130383955,1.94,"0"
2.3,21,10,31,15,20,20,13,29,0,-16,-16,2.55518434055744,2.77281631333706,9.02238962234422,4.05700918406869,0.832275962165424,2.09939530129881,0.790131765580249,5.10648120774822e-06,0.449660162538468,3,27,17,44,7,26,21,11,23,5,-12,-7,3.64249742024919,3.53951426604691,3.74630542074775,1.3646361022189,1.56582984606422,0.343389849805711,0.00257991197202718,0.497339454454299,3.25,2,-2,1,-1,0,0,0,0,1.29873464467689,4,-17,-13,-3,9,-8,3,12,-21,-9,-1.08731307969176,-0.766697952709855,-0.733553883898791,0.734759199079908,0,1.48969663530111,0.31070376332094,-0.0476792919158315,1.71,"1"
4.33,10,6,16,18,12,17,6,20,-5,-14,-19,1.90255367195811,2.0181425451184,8.51596445829007,4.25245972308128,0.703640738805414,1.82509267769967,0.278037300453194,0.000296044730056855,0.499351511377154,1.66,25,9,34,6,20,8,14,13,12,1,13,4.22075124406148,3.85494092994535,7.40582226718115,1.56011488317531,0.771694721166782,0.0793829061077636,0.0902654956097843,0.496114314755714,3.4,1.95,-5,3,-2,0,0,0,1,4.3453940146829,1,-19,-18,-1,3,-2,0,-6,-26,-32,-2.31819757210336,-1.83679838482695,-0.0680539823613674,0.264977794524355,0,-6.41168839693495,-3.15336254409987,0.0032371966214399,1.75,"2"
1.95,19,13,32,11,18,17,13,25,1,-12,-11,2.95923979320421,3.08663283842088,9.6762443497073,2.9788967924735,1.11747357374372,2.10662883754358,0.38588255316709,0.0108347144364362,0.307856714321565,4.5,11,11,22,17,9,17,4,19,-8,-15,-23,1.94287447359233,2.25889858431723,2.63196246189818,0.432960389553972,1.88669148138633,0.546074426639709,0.000581441612193756,0.280975999586968,3.5,2.27,5,1,6,0,0,0,0,2.4803775181101,8,2,10,-1,13,-4,16,16,-4,12,1.01636531961188,0.827734254103651,-0.76921790764261,1.67366844798961,0,0.309029833993707,0.346934330575318,0.0268807147345974,1.62,"1"
2.5,4,1,5,19,4,5,2,8,-1,-6,-7,2.16027305079492,2.39674206506639,6.603397632,3.03580672,0.260571136,1.262531072,0.0197723215213383,0.00467746024055846,0.45973404740743,2.75,7,5,12,10,7,7,2,4,0,-2,-2,2.74180320771449,2.60188749784653,5.497818624,0.88802304,0.899303936,0.0175097046557943,0.0120342322847238,0.477850214789302,3.2,2.07,5,-1,4,1,0,1,0,3.34951033708063,-1,-6,-7,0,3,-5,1,1,-6,-5,-0.581530156919574,-0.205145432780142,-0.6387328,0.374508032,0,-4.901920256,-2.462011904,-0.0181161673818721,1.65,"1"
2.5,11,10,21,19,10,20,8,13,-10,-5,-15,2.49966038973442,2.3665852206565,10.0625178298621,6.14740007275813,0.987606407356403,1.27281135813247,0.277073567276087,0.0156075579199828,0.610920663863546,2.88,14,8,22,19,14,14,8,10,0,-2,-2,2.88724123609463,2.63499773398678,5.84149656660396,1.23528458521095,0.948168924440539,0.277073567276087,0.0247235264703394,0.545010328948702,3.25,2.25,-1,4,3,0,0,0,0,3.19563960649007,3,-4,-1,0,12,-6,-1,-8,-5,-13,-0.387580846360219,-0.268412513330278,0.0394374829158644,0.0375267729215252,0,-0.655621361870107,0.305903506154174,0.0659103349148437,1.62,"0"
2.4,0,4,4,15,0,4,2,0,-4,2,-2,2.49530088495575,2.46422831858407,2.872,0.76,0.4,0.64,0.0030780092997085,0.00257991197202718,0.264623955431755,3.3,3,0,3,19,3,2,0,1,1,-1,0,2.57248198198198,2.46905351351351,2.784,0.6,0.416,0.00308871540823677,0.00206010155263519,0.46031746031746,3.25,2.17,1,-2,-1,0,0,0,0,4.0574911544235,0,1,1,-1,4,0,-3,-3,1,-2,-0.0771810970262301,-0.00482519492944267,-0.016,0.04,0,-3.176,-2.024,-0.195693504885705,1.7,"2"
2.25,8,7,15,4,5,2,3,3,3,0,3,3.16848024676528,2.96107537854655,6.348928,3.0729472,0.73211904,0.64384,0.0125863940107526,0.0124628881343327,0.484010403016068,3.1,8,0,8,15,6,3,2,9,3,-7,-4,2.46821566586901,2.46578134130487,4.4711424,0.84610304,1.19447808,0.0149207860690678,0.00640933344625638,0.497727859525692,3,1.95,-1,1,0,0,0,0,0,0.03732531828397,8,-1,7,-4,0,0,-3,10,-3,7,0.700264580896274,0.495294037241684,-0.46235904,-0.20226304,0,-2.63417856,-1.3981952,-0.0137174565096236,1.75,"0"
2.25,6,1,7,11,5,3,0,1,2,-1,1,2.8054713022539,2.62480688968581,8.5296,2.71552,0.65792,0.49184,0.0057921599998313,0.00499159390691022,0.318364284374414,3.25,4,6,10,4,3,2,5,3,1,2,3,2.99192472125465,2.74598432783732,5.79936,1.03104,0.67232,0.00565307544393449,0.00571306283900263,0.629992699968714,3.2,2.11,1,4,5,0,0,1,0,1.42631921257936,0,-3,-3,2,-2,-2,-2,0,-2,-2,-0.186453419000753,-0.121177438151511,-0.0144000000000001,-0.5392,0,-0.675840000000001,-3.08384,-0.3116284155943,1.65,"1"
1.2,18,20,38,4,22,7,17,11,15,6,21,4.83756234346754,4.16795820779795,15.8792159206894,9.83631184084221,2.30937123124423,0.824974516287701,0.072550513469343,0.0742735782143339,0.619445688626617,15,7,3,10,19,8,16,8,17,-8,-9,-17,1.83249773271798,1.86083196160229,7.10291060386829,0.938527353939951,1.47710880464503,0.174644988966811,0.000303539138078867,0.54218682861804,6.5,1.47,1,0,1,1,1,0,0,0.0494607351441504,15,13,28,5,-1,1,3,24,14,38,3.00506461074955,2.30712624619566,0.832262426599202,-0.113552837652251,0,2.77873057328136,2.73340123697392,0.0772588600085766,2.6,"2"
2,18,12,30,19,21,27,16,26,-6,-10,-16,2.61722075164949,2.76397532396123,8.97557510367004,4.48242118084952,0.663056142208273,1.51090067786406,0.873230648767056,0.000206543399618757,0.499402113967794,3.75,24,13,37,14,23,25,12,25,-2,-13,-15,2.80696482684185,2.69513503705328,5.39782073342227,0.931833942879001,1.22125369270631,0.894715042206304,0.00285124368267963,0.467849722376568,3.5,1.98,2,0,2,0,0,1,0,4.21622498346246,5,-12,-7,-4,15,-9,3,7,-8,-1,-0.189744075192355,0.0688402869079425,-0.558197550498033,0.579066734985054,0,-2.56193464626118,-0.915399552572743,0.0315523915912264,1.77,"0"
4.33,12,5,17,13,19,8,10,14,11,-4,7,3.39009085307603,3.13132305167875,11.6992364137677,7.43051844517888,1.76420374822912,1.35084055855104,0.0707592349093953,0.0116785669703954,0.63512849748336,1.83,16,12,28,5,18,4,8,6,14,2,16,4.34434114676284,3.7709029059862,9.96807970455552,1.80554263248896,0.56981849112576,0.0501758109387924,0.0515604692451142,0.636508932048323,3.6,1.71,1,-1,0,1,0,0,1,0.0932522809265278,0,-11,-11,13,0,6,-4,9,-18,-9,-0.954250293686811,-0.63957985430745,1.19438525710336,-0.45470207393792,-1,-3.9613131915264,-2.53756125937664,-0.00138043456496273,2.04,"2"
1.67,33,18,51,6,26,11,14,17,15,-3,12,4.78768645022025,4.5126576058312,16.0250181900539,4.35673946636983,1.12366050387141,0.981692662671846,0.106266461059848,0.13199384318783,0.271871108955988,6,17,12,29,15,25,21,12,20,4,-8,-4,2.82936355194893,2.82965748649427,4.04402350447992,1.50267413642582,1.63601522812535,0.646456091709076,0.00145900584978686,0.310798702468368,3.9,1.49,2,-2,0,0,0,1,0,2.04119875667266,21,1,22,6,-1,-7,-8,23,-7,16,1.95832289827131,1.68300011933693,-0.51235472425394,-0.520981473753974,0,3.01330523127307,0.312715961889906,-0.0389275935123798,1.92,"1"
1.44,21,19,40,8,20,19,15,16,1,-1,0,3.86367106738157,3.74098911923311,11.6009614434385,3.47530336896392,1.34920011058918,1.22084824734463,0.305364235539045,0.0227088627767313,0.299570288713403,6.5,17,8,25,17,16,31,9,24,-15,-15,-30,1.68685778097303,1.83001753207818,2.77469648668527,0.865745510955003,2.27421526819918,0.666976810858474,0.000149233255938778,0.279429776517014,4.5,1.9,1,1,2,0,0,0,0,1.54908324091509,13,2,15,-4,10,-16,0,16,14,30,2.17681328640854,1.91097158715493,-0.925015157610003,0.355102736389623,0,1.6711088655536,0.70060688227865,0.0201405121963887,1.9,"1"
1.19,37,32,69,1,45,9,29,10,36,19,55,4.91537580440633,4.94419535303774,18.1048179651093,7.33481247493173,2.33753764636748,0.944094847096237,0.000657397156430294,0.546074426639709,0.40513041827137,13,21,14,35,8,19,15,19,20,4,-1,3,3.77252678468379,3.59701692379165,3.48122917650606,1.34110295731338,1.09188080067145,0.38588255316709,0.00119453295814118,0.323623017897326,6.5,1.38,2,0,2,0,1,0,0,1.36520415851293,23,11,34,25,-10,14,-9,37,15,52,1.14284901972254,1.34717842924609,1.24565684569603,-0.39700811021714,0,7.34776737234047,3.85358329842567,0.0815074003740437,2.99,"1"
1.2,22,26,48,3,21,7,23,8,14,15,29,4.88951569955045,4.85187319320902,17.1145318195027,9.80207502708581,1.22940177783672,1.10873982679587,0.0490390240384495,0.379083038103399,0.572734044405231,19,12,16,28,12,13,25,18,21,-12,-3,-15,2.57301742598979,2.81758141377072,7.27283914315597,0.986760747888749,2.25737434187048,0.393841964469618,0.0305008721712175,0.641406668594343,6,1.6,4,-4,0,0,1,0,0,2.27132513260981,6,14,20,0,-11,-2,-5,17,27,44,2.31649827356066,2.0342917794383,-1.02797256403376,0.121979078907119,0,5.77564262601405,2.52923588392985,-0.0686726241891117,2.22,"0"
1.72,25,13,38,11,24,21,17,24,3,-7,-4,3.44622651823187,3.13176887096978,12.1131418435374,6.20043128914527,1.11340574640998,0.916588125584534,0.477047654301014,0.000243595864225619,0.511876387582576,5,27,11,38,11,23,13,11,24,10,-13,-3,3.52832554768846,3.30109564043575,4.50847934238098,1.33436053196948,1.45867027558475,0.513131966516163,0.00313539536378102,0.490439645775804,3.4,1.95,5,1,6,1,0,0,0,2.4803775181101,14,-14,0,0,10,4,1,16,-17,-1,-0.08209902945659,-0.169326769465975,-0.345264529174773,-0.417772406384949,0,2.92041164480065,1.69195194676428,0.0214367418067722,1.75,"2"
2.25,6,10,16,3,4,5,5,1,-1,4,3,3.29396381192642,2.84471809706844,7.7448832,4.224896,0.9008768,0.3571712,0.00838551052542408,0.00927901388706474,0.545508032968141,3.1,5,5,10,9,2,2,2,1,0,1,1,2.77009689889533,2.70942398531381,4.0660096,0.3022848,0.3343488,0.00980365503582183,0.00740944308291469,0.484366875616595,3.2,2,-2,7,5,0,0,0,0,3.43256331890207,1,5,6,3,3,3,-1,-2,4,2,0.523866913031082,0.135294111754629,0.566528,0.0548864,0,-0.6496,0.1588864,0.0611411573515454,1.71,"2"
4.75,5,1,6,19,7,7,6,18,0,-12,-12,1.97974820843192,2.11350020492674,10.1820048384,3.7608088576,1.27203373056,2.24593129472,0.0335778421662782,0.00559993661530851,0.369358384452602,1.8,10,7,17,11,12,9,6,4,3,2,5,3.2058582882502,2.86509963572506,4.1855080448,1.66881079296,0.92040830976,0.0300467733441731,0.0185924443227378,0.348568149930424,3.8,1.97,-2,1,-1,0,0,1,0,4.00856805697621,-2,-9,-11,3,1,-3,6,-2,-15,-17,-1.22611007981828,-0.751599430798326,0.3516254208,0.57712050176,0,-1.825713152,-0.424699187200001,0.0207902345221776,1.84,"2"
1.72,5,6,11,8,7,7,6,6,0,0,0,2.83742270654188,2.70792752273157,8.66432512,3.15653632,1.30545664,1.28713984,0.0141144588655669,0.00640933344625638,0.364314159069783,4.2,6,0,6,17,9,11,1,10,-2,-9,-11,2.12120011758872,2.38498032981128,3.2457856,0.83750144,2.36144896,0.0149207860690678,0.00295280415237345,0.316257062488635,4,1.4,1,1,2,0,0,0,0,3.669292670051,5,0,5,-3,6,-5,-3,9,2,11,0.716222588953162,0.32294719292029,-1.05599232,0.4496384,0,-1.59879936,-0.0892492800000002,0.0480570965811483,3,"0"
2.2,10,5,15,17,10,11,6,9,-1,-3,-4,2.48409050945775,2.58497803236871,10.4005712638312,5.91472340882555,0.844984696078336,1.46780067273114,0.110250525304485,0.0306537584292056,0.568692166880721,3.4,16,7,23,9,10,5,10,13,5,-3,2,3.30023310210163,3.01671070768723,7.7635641879298,1.48950614260449,1.17680727934894,0.101083784597687,0.0536646919127301,0.561606663002605,3.25,2.23,1,-1,0,0,0,0,0,3.63184135117284,3,-11,-8,-3,1,1,-1,2,-8,-6,-0.81614259264388,-0.431732675318515,-0.331822583270605,-0.0217054698733568,0,-3.42327503176336,-1.84884077910426,0.00708550387811613,1.62,"0"
1.16,15,16,31,4,12,3,10,6,9,4,13,4.21272285145458,3.61200187663251,12.5662293561836,6.25606976081101,1.60712307615334,0.280389734629376,0.0288686225096851,0.0645703468931685,0.497847809671924,21,11,2,13,18,7,7,8,22,0,-14,-14,2.01202273000865,2.18194141587833,6.78854070465331,0.933838920777728,2.08310938304512,0.0886133972573922,0.00302755474537582,0.505477814234132,6.5,1.66,8,-9,-1,0,1,0,0,3.63547492402437,13,5,18,-10,-5,3,-1,23,4,27,2.20070012144593,1.43006046075418,-0.475986306891776,-0.653449186148352,0,-0.863718533693438,-0.532470943842303,-0.00763000456220808,2.1,"1"
1.14,43,44,87,1,53,13,40,12,40,28,68,5,4.97869691730138,17.0925867205165,5.9747784651428,2.53968917501549,1.05841983967776,0.000110416608072085,0.923116346386636,0.349553789770813,23,21,12,33,17,16,20,11,26,-4,-15,-19,2.68293358289157,2.60091925278201,3.29962166034237,1.05261172407901,1.23471688953735,0.923116346386636,1.24049507995671e-06,0.38820311471797,9,1.4,7,-3,4,0,1,0,0,2.52943925394246,31,23,54,27,2,20,-4,55,32,87,2.31706641710843,2.37777766451937,1.30497228547813,0.00580811559874572,0,8.59285672030886,2.67515680480043,-0.0386493249471569,2.89,"1"
3.25,16,8,24,15,11,19,8,27,-8,-19,-27,1.77340620684086,2.12478248149249,6.95437403686143,2.10371431042366,0.43287786012599,2.20499395468739,0.546074426639709,2.18786343020052e-05,0.302502324331851,2.25,18,13,31,10,18,19,12,18,-1,-6,-7,3.50145611162544,2.95944273910726,3.86944,1.37664,0.51232,0.516564274607666,0.000183187562190914,0.446215727517621,3.2,2.27,0,2,2,0,0,0,0,2.91972224153068,3,-10,-7,-7,7,-11,9,-2,-18,-20,-1.72804990478457,-0.834660257614771,-0.0794421398740101,0.828353954687387,0,-1.71730596313856,-1.76572568957634,-0.14371340318577,1.63,"1"
2.63,2,4,6,20,5,12,6,10,-7,-4,-11,2.05666280445137,2.2085816096978,8.540858912768,3.482783952896,0.880937078784,1.80380706816,0.038774207831722,0.00390694320399908,0.40777912250599,2.88,4,7,11,15,8,10,9,11,-2,-2,-4,2.5259704146597,2.65904684348439,3.986996125696,1.3629469696,2.092509323264,0.0439369336234074,0.0142642339089993,0.321855270737541,3.4,1.89,1,-2,-1,0,0,0,0,3.85726070179668,-5,0,-5,-6,3,-4,2,-5,-2,-7,-0.469307610208328,-0.450465233786593,-1.21157224448,0.44086009856,0,-3.846684459008,-0.5042121728,0.0859238517684489,1.91,"1"
2.8,14,7,21,6,9,4,6,7,5,-1,4,3.35683918484938,3.18722486700105,10.488750260224,5.1407889596416,1.003462934528,0.825744523264,0.0368780450948249,0.0210679995230414,0.49012406932185,2.5,13,12,25,7,8,4,7,4,4,3,7,3.73138058917952,3.1408498241701,7.3947479302144,1.491300573184,0.365953024,0.0396675334846919,0.0182242892586773,0.595541751529411,3.1,2.16,3,10,13,0,0,0,1,0.762323236033115,2,-6,-4,5,-3,2,-1,2,-5,-3,-0.374541404330141,0.0463750428309506,0.637509910528,-0.66555604992,0,-1.9280919027712,-2.2539589705728,-0.105417682207561,1.61,"2"
1.53,8,7,15,5,6,4,7,10,2,-3,-1,2.85418393458553,2.86088310536408,12.51086104576,6.91518951424,1.1495565312,1.6526258176,0.0312165912224612,0.0206508251817126,0.552734898816864,6.5,12,3,15,16,7,3,4,9,4,-5,-1,2.84762516557109,2.68002020754727,5.03626766336,0.98994794496,1.09523705856,0.0335778421662782,0.0146253347095942,0.439035410532086,4,1.8,9,-1,8,0,1,0,0,3.56536381890797,5,-5,0,-3,0,4,3,7,-7,0,0.00655876901443664,0.180862897816811,0.05431947264,0.66267787264,0,1.03965042688,1.87892185088,0.113699488284778,1.97,"0"
1.83,23,11,34,18,23,25,17,38,-2,-21,-23,2.68849082074425,2.56800560420493,12.8554082320641,6.87167405882984,1.157826038782,2.07817047143438,0.995012479192682,6.08307641893217e-06,0.534535654938628,4.2,28,16,44,14,23,18,11,32,5,-21,-16,3.30548362762906,3.2099216506818,3.79623658266279,0.854350682106875,1.31525470791558,0.7510748237679,0.000333789501065771,0.447031900831353,3.75,1.87,0,1,1,0,0,1,0,2.44222830446132,7,-17,-10,-9,14,-1,15,19,-26,-7,-0.61699280688481,-0.641916046476873,-0.157428669133577,1.22381978932751,0,4.36331499307411,3.07543747616705,0.0875037541072757,1.9,"1"
2,32,4,36,15,27,20,14,34,7,-20,-13,2.69369676370471,2.72913934958093,8.5001918332928,4.0370314149888,0.949014155264,1.9576159363072,0.696804775496035,8.91669591602352e-05,0.474934153741909,3.75,25,19,44,11,20,18,17,24,2,-7,-5,3.74585658676792,3.56086966506021,3.51892771720951,0.771551822421033,0.775744392874048,0.422633460172523,0.0014158857103468,0.445703368273316,3.25,2.05,4,1,5,0,0,0,0,0.258307197842027,13,-21,-8,3,3,-4,14,14,-22,-8,-1.05215982306321,-0.831730315479274,0.173269762389952,1.18606411388617,0,0.604968310881336,0.518103697779293,0.0292307854685924,1.7,"1"
5,4,6,10,20,9,28,10,26,-19,-16,-35,1.95298314780444,2.1965072842167,7.60331751424,4.07795038208,0.2539339776,1.45362464768,0.286942847058535,5.23753480169102e-10,0.536338298965227,1.66,35,14,49,6,27,15,14,21,12,-7,5,4.04801434962417,3.48151421403004,3.61145071616,1.70799110144,1.08022272,0.223471313985925,0.0116785669703954,0.437928866697162,3.6,2.03,1,2,3,0,0,0,0,1.6180926696608,-10,-29,-39,-12,14,-5,-1,-12,-28,-40,-2.09503120181974,-1.28500692981334,-0.8262887424,-0.25436645376,0,-0.643343052799999,0.46649966592,0.0984094322680653,1.71,"2"
2.6,17,3,20,19,15,21,7,30,-6,-23,-29,1.78904064446374,1.91326726304423,9.95069849603503,4.79184893589072,0.937016919918666,2.07675289767342,0.471776463432741,0.000108908769855067,0.481559052140921,2.625,23,12,35,7,21,15,16,20,6,-4,2,3.89929698034644,3.82343977897633,6.61775432313583,1.07766009832422,1.42927296946657,0.295230166924014,0.0165726754017613,0.550622033419107,3.2,1.9,4,2,6,0,0,0,0,2.2105748045712,5,-20,-15,-5,5,-8,9,-2,-29,-31,-2.1102563358827,-1.9101725159321,-0.492256049547905,0.999092799349202,0,-2.06798931789543,-1.82590538724511,-0.0690629812781858,1.79,"1"
2,7,4,11,10,4,4,3,6,0,-3,-3,2.69370210456542,2.57612085426184,9.800968192,5.55309312,0.693440512,0.843342336,0.0175097046557943,0.00551656442076077,0.566586179162656,3.75,1,5,6,17,3,9,4,4,-6,0,-6,2.24693995989408,2.36122599341813,3.542686208,0.59695104,1.17256448,0.0198410947443703,0.00218749111818289,0.582255408110921,3.2,2.1,3,3,6,0,0,0,0,1.39835336483594,2,3,5,0,0,-6,3,0,3,3,0.446762144671348,0.214894860843706,-0.479123968,0.246391296,0,3.716548608,2.010406912,-0.0156692289482655,1.65,"1"
1.8,13,12,25,16,13,18,8,18,-5,-10,-15,2.65594197581504,2.57554740155219,10.8726841717962,5.07060176543244,0.443723129714411,0.798754556605888,0.529273482796821,0.000271920721289535,0.466361542864052,4.5,14,6,20,19,20,25,6,24,-5,-18,-23,1.86816151772093,1.86249508486723,5.33552600205927,1.42448899729176,2.14108636862863,0.500671262692915,8.71905236227387e-06,0.502557315756525,3.4,2,2,0,2,0,0,0,0,3.95572261182316,7,-2,5,-11,12,-17,-2,13,-5,8,0.787780458094113,0.71305231668496,-1.69736323891422,-0.62573444068587,0,0.255932938103724,-0.264924236626838,-0.0361957728924734,1.71,"1"
